No.	ID	内容	时间	时间进度条	弹幕热度
7218	领养小乌龟的阿普	他放这个技能要往前滚	1:40:48	6048.523	1.724 
7219	Albert Knight	two die	1:40:49	6049.138	1.646 
7220	HR Bear	按住Y+RB	1:40:49	6049.192	1.651 
7221	萌发	切武器战啊	1:40:50	6050.526	1.564 
7222	一个白日梦懒狗	《台主的操作从来没让游戏粉失望过》	1:40:52	6052.831	1.236 
7223	在下陈一番	双持	1:40:53	6053.551	1.150 
7224	绵绵	左手拿个东西啊	1:40:56	6056.583	0.869 
7225	龙骑士の喵	确实	1:40:57	6057.106	1.021 
7226	k M	第三回 议温明董卓叱丁原 馈金珠李肃说吕布	1:41:0	6060.65	0.758 
7227	bill lu	左手右手一个慢动作	1:41:0	6060.705	0.785 
7228	chunwai wong	发姐加油	1:41:1	6061.637	0.763 
7229	Finn Kuang	靠，碎星是骑马的吗？？这马也太小了吧	1:41:2	6062.925	0.725 
7230	D Danny	先热身，不算次数的，免费试玩	1:41:2	6062.943	0.727 
7231	肾虚光环	已经很棒了	1:41:4	6064.211	0.731 
7232	空谷幽兰	你知道寅子是怎么过碎星的吗	1:41:5	6065.223	0.807 
7233	junbo du	哇	1:41:5	6065.497	0.837 
7234	领养小乌龟的阿普	加油加油	1:41:10	6070.077	0.741 
7235	绵绵	不拿东西就Y+RB双持	1:41:11	6071.008	0.719 
7236	Paul Wu	 你倒是换啊	1:41:11	6071.225	0.946 
7237	AMX002S	是，慌了	1:41:15	6075.042	0.697 
7238	chunwai wong	发姐加油	1:41:15	6075.969	0.698 
7239	flash light	这个平台能说“内个”吗?	1:41:17	6077.227	0.699 
7240	纳兰墨	哈哈哈哈	1:41:18	6078.721	0.634 
7241	the dk	今天曹雪芹不在，罗贯中代班	1:41:19	6079.001	0.676 
7242	xiaoyuan ryder	发姐玩近战真的好强	1:41:20	6080.225	0.667 
7243	AMX002S	多熟悉熟悉就好了	1:41:22	6082.104	0.602 
7244	Gavin Ning	会祷告了	1:41:23	6083.695	0.734 
7245	Clock Chen	都是节目效果，方向	1:41:26	6086.279	0.655 
7246	Paul Wu	让 一只手	1:41:27	6087.278	0.623 
7247	肾虚光环	单手打已经这么强了	1:41:29	6089.754	0.680 
7248	MshaRp	左手插兜，谁都不爱？	1:41:33	6093.197	0.580 
7249	绵绵	上buff啊	1:41:34	6094.348	0.584 
7250	Paul Wu	GG	1:41:35	6095.138	0.609 
7251	李奇葩先森	第三回 众伙计沦为小跟班 莫小贝建起八大派	1:41:39	6099.066	0.498 
7252	小夜ぃ	发姐可以坚持到陨石出来再死好吗？	1:41:52	6112.874	0.306 
7253	龙骑士の喵	看亮光	1:41:56	6116.199	0.293 
7254	Clock Chen	状态不在	1:41:59	6119.53	0.279 
7255	Kit Kwok	第一階段靠NPC就好， 省點血瓶	1:42:3	6123.982	0.265 
7256	FRANK X	狼哥一个顶五个	1:42:4	6124.433	0.269 
7257	Frank Lin	陈奕迅的妹妹，陈一菜	1:42:7	6127.866	0.262 
7258	智慧城邦	老寒腿	1:42:8	6128.168	0.286 
7259	leo Hu	就不能先去拿个月隐吗？	1:42:8	6128.522	0.293 
7260	绵绵	其实双持太刀比较好	1:42:11	6131.39	0.276 
7261	Albert Knight	每次都被打下马	1:42:15	6135.895	0.272 
7262	绵绵	左手再拿个打刀	1:42:20	6140.073	0.368 
7263	Jia Lin	jiao得很	1:42:20	6140.127	0.418 
7264	Clock Chen	金手指打开	1:42:20	6140.957	0.467 
7265	Kobe Bryant	发姐要不把电脑屏幕打开玩游戏吧	1:42:21	6141.195	0.581 
7266	Bo Xie	我估计一个小时后回来，她还在打这个怪	1:42:24	6144.493	0.499 
7267	领养小乌龟的阿普	哈哈哈哈滚着助助兴	1:42:36	6156.43	0.350 
7268	Cun Tutu	家乡话都出来了	1:42:40	6160.759	0.307 
7269	Finn Kuang	一刀？？？	1:42:41	6161.514	0.303 
7270	李興達	揮了個寂寞	1:42:45	6165.226	0.296 
7271	咒禁存思	不如我们别去添乱？不断招人？	1:42:48	6168.937	0.303 
7272	xiaoyuan ryder	这匹马好可怜	1:42:52	6172.357	0.310 
7273	孤独时代的微醺	哈哈哈	1:43:1	6181.451	0.242 
7274	无一敌儿	百分百接刀的设定	1:43:6	6186.207	0.221 
7275	孤独时代的微醺	电竞陈滚滚	1:43:10	6190.513	0.203 
7276	龙骑士の喵	好g滚	1:43:11	6191.073	0.215 
7277	Clock Chen	不添乱了，溜了溜了	1:43:14	6194.421	0.263 
7278	金亮	别怂啊，一帮人砍不过他一个	1:43:19	6199.183	0.260 
7279	serxixr	站脚下?	1:43:21	6201.213	0.252 
7280	MshaRp	好滚！	1:43:22	6202.685	0.267 
7281	瀧角散	滚！得！好！	1:43:22	6202.711	0.296 
7282	Bo Xie	滚慢了	1:43:22	6202.883	0.328 
7283	划水的西瓜君	好滚	1:43:23	6203.04	0.463 
7284	邹博文	滚的好！	1:43:23	6203.612	0.575 
7285	Kent Lu	沒有	1:43:23	6203.776	0.754 
7286	Frank Lin	可快滚吧	1:43:24	6204.651	0.736 
7287	丘比	滚的好	1:43:24	6204.848	0.959 
7288	the dk	好滚	1:43:25	6205.231	1.653 
7289	赵迪奥	好滚	1:43:25	6205.393	2.392 
7290	领养小乌龟的阿普	好！滚的好！	1:43:26	6206.455	2.653 
7291	杨晟	老多尔滚乐	1:43:28	6208.668	1.679 
7292	Kobe Bryant	滚的好	1:43:29	6209.814	1.443 
7293	绵绵	好滚好滚	1:43:31	6211.455	1.188 
7294	木子一方	的确滚得不错	1:43:31	6211.735	1.231 
7295	Bo Xie	要滚快点	1:43:33	6213.246	1.056 
7296	星云	发发，裂地波跳跃可以躲	1:43:35	6215.492	0.922 
7297	孤独时代的加加加林	别分心 好好打	1:43:35	6215.799	0.913 
7298	一个白日梦懒狗	哈哈哈哈哈哈哈哈	1:43:36	6216.401	0.895 
7299	zy w	碎星为了这马学了重力魔法所以不重的	1:43:37	6217.725	0.811 
7300	Clock Chen	送走队友	1:43:38	6218.078	0.860 
7301	Richard Yeung	好滚	1:43:38	6218.884	0.979 
7302	Sarah Bianco	滾刀了	1:43:39	6219.319	1.052 
7303	Kent Lu	好滾 快滾呀 發發	1:43:40	6220.317	1.128 
7304	Paul Wu	？？	1:43:40	6220.651	1.122 
7305	恺文	笑死	1:43:41	6221.363	1.232 
7306	萌发	这都没打中 碎星不行啊	1:43:42	6222.715	1.384 
7307	Chad S	这boss伤害不行啊	1:43:42	6222.823	1.424 
7308	晴天	滚远点	1:43:46	6226.129	1.028 
7309	草民	来自十万干儿子的翻滚	1:43:48	6228.027	0.971 
7310	Clock Chen	反复鞭尸队友	1:43:50	6230.208	0.824 
7311	Paul Wu	幸运啊	1:43:51	6231.316	0.804 
7312	孤独时代的微醺	小陈别浪	1:43:51	6231.617	0.813 
7313	AMX002S	大概有吧，比如碎星？	1:43:53	6233.836	0.740 
7314	MshaRp	哈哈	1:43:55	6235.185	0.688 
7315	zi feiyu	又菜又爱玩，哈哈哈	1:43:55	6235.94	0.686 
7316	龙骑士の喵	缪飒	1:43:56	6236.32	0.735 
7317	Rei Ayanami	又让我们想起了你玩怪物猎人的时候	1:43:57	6237.637	0.675 
7318	划水的西瓜君	哈哈哈哈哈哈哈哈哈	1:43:59	6239.184	0.766 
7319	萌发	哈哈哈哈哈哈哈哈	1:43:59	6239.211	0.894 
7320	Hao Lei	摇人	1:43:59	6239.58	1.067 
7321	龙骑士の喵	hhhhhhhhh	1:44:1	6241.667	0.966 
7322	赵迪奥	哈哈哈哈哈哈哈哈哈	1:44:1	6241.858	0.976 
7323	Blood Raven	好了	1:44:1	6241.969	1.230 
7324	泡泡是个工具人	哈哈哈哈哈	1:44:1	6241.996	1.468 
7325	一个白日梦懒狗	好！！	1:44:3	6243.16	1.385 
7326	施pplvmax	哈哈哈哈	1:44:4	6244.369	1.242 
7327	金亮	哈哈哈	1:44:4	6244.551	1.446 
7328	龙骑士の喵	彩笔	1:44:5	6245.08	1.696 
7329	磐石	23333333	1:44:5	6245.161	1.681 
7330	the dk	哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈	1:44:7	6247.05	1.339 
7331	旅行-带着王总去旅行00	哈哈哈！！！！！！！！	1:44:7	6247.133	1.829 
7332	领养小乌龟的阿普	哈哈哈哈哈哈哈	1:44:7	6247.187	1.877 
7333	孙镇安	嗯	1:44:7	6247.366	1.853 
7334	红烧雪梨-	hhhhhhhhhhhh	1:44:8	6248.022	1.659 
7335	lo achi	哈哈哈	1:44:8	6248.369	1.920 
7336	维诺	hhhhhhhhhh	1:44:8	6248.609	2.358 
7337	咒禁存思	哈哈哈	1:44:9	6249.577	1.990 
7338	Will Lee	发姐我们换个游戏吧	1:44:10	6250.32	1.908 
7339	LEO Tsai	這隻王大到 身下的馬比較像是屌	1:44:10	6250.538	1.860 
7340	划水的西瓜君	意料之内的结局	1:44:10	6250.647	2.780 
7341	Gray duck	哈哈哈	1:44:10	6250.922	2.639 
7342	孤独时代的微醺	立扑	1:44:11	6251.032	2.601 
7343	du kevin	哈哈哈哈哈哈哈哈哈哈哈哈哈	1:44:11	6251.722	2.296 
7344	Bo Xie	滚的骚逊一筹	1:44:11	6251.951	2.545 
7345	张昊	寄	1:44:12	6252.698	2.310 
7346	sir M	哈哈哈	1:44:13	6253.136	2.209 
7347	Paul Wu	吃错药了就得死	1:44:13	6253.219	2.746 
7348	Ake阿柯	哈哈哈	1:44:13	6253.635	3.017 
7349	喻Vincent	好！	1:44:13	6253.861	3.009 
7350	绵绵	发姐左手再拿把太刀啊	1:44:13	6253.861	3.111 
7351	li fengpei	漂亮	1:44:14	6254.067	3.180 
7352	magictom C	哈哈哈哈哈	1:44:15	6255.273	2.358 
7353	zhang yun long	标准结局	1:44:15	6255.301	2.794 
7354	萝菽菽	左手那个拿着就是为了上BUFF的，没伤害	1:44:16	6256.438	2.229 
7355	k M	第四回 废汉帝陈留践位 谋董贼孟德献刀	1:44:17	6257.542	2.064 
7356	奏者	没想到打游戏还要吃龙角散	1:44:18	6258.06	2.031 
7357	领养小乌龟的阿普	都是节目效果节目效果	1:44:18	6258.087	2.054 
7358	dan song	输出全靠吼	1:44:18	6258.419	2.090 
7359	AugetyBz	哈哈哈哈哈哈	1:44:18	6258.694	2.069 
7360	Chad S	boss不懂脑子吗，一丝血发个大招	1:44:18	6258.77	2.037 
7361	孤独时代的微醺	哈哈哈哈哈哈	1:44:19	6259.139	1.972 
7362	周学民	默默调低音量	1:44:19	6259.275	2.499 
7363	jump ujumpi	九折水瓶	1:44:20	6260.525	1.914 
7364	Clock Chen	队友一看，没戏了	1:44:21	6261.031	2.177 
7365	zi feiyu	又菜又爱玩，哈哈哈	1:44:21	6261.468	2.547 
7366	星云	发发，裂地波要跳跃躲避	1:44:21	6261.664	2.775 
7367	Frank Lin	菜是真的菜	1:44:21	6261.997	2.558 
7368	Ethan Ruan	哈哈哈哈哈哈哈哈哈哈哈哈	1:44:22	6262.437	2.489 
7369	在下陈一番	用声音输出	1:44:22	6262.58	2.573 
7370	Ake阿柯	美丽	1:44:24	6264.44	1.764 
7371	绵绵	可以拿两把太刀的	1:44:24	6264.61	1.828 
7372	在下陈一番	哈哈哈哈哈	1:44:24	6264.698	1.844 
7373	Kobe Bryant	打游戏比唱歌还得嗓子	1:44:25	6265.581	1.978 
7374	Will Lee	魂斗罗	1:44:26	6266.374	1.872 
7375	Widder Von	今晚不知道有没有希望过去。。。	1:44:27	6267.049	1.792 
7376	巴德budd	为什么这么早就打碎星啊	1:44:28	6268.088	1.557 
7377	zi feiyu	又菜又爱玩，哈哈哈	1:44:28	6268.336	1.578 
7378	Will Lee	超级玛丽	1:44:28	6268.472	1.657 
7379	孤独星巴克	上次直播打了19次，看上去私下练级，收集武器和药，又偷练了十来把的样子	1:44:28	6268.64	1.650 
7380	一个白日梦懒狗	《好废嗓子哦！》	1:44:29	6269.139	2.128 
7381	Bin	太难了	1:44:30	6270.165	1.800 
7382	AMX002S	其实可以躲开的	1:44:30	6270.358	1.767 
7383	Richard Yeung	这比唱歌还费嗓子	1:44:32	6272.162	1.520 
7384	Francis鹏	台主好菜	1:44:32	6272.371	1.668 
7385	Clock Chen	丝血被杀	1:44:32	6272.718	1.764 
7386	孤独时代	百分百接刀嘛？	1:44:35	6275.107	1.425 
7387	jiancai teng	骑马逃跑，下马砍杀	1:44:35	6275.191	1.459 
7388	绵绵	或者LB上buff	1:44:36	6276.707	1.214 
7389	k M	第四回 废汉帝陈留践位 谋董贼孟德献刀	1:44:38	6278.498	1.014 
7390	zi feiyu	又菜又爱玩，哈哈哈	1:44:38	6278.499	1.068 
7391	Bo Xie	这游戏费脑子，也费嗓子	1:44:38	6278.941	1.139 
7392	AMX002S	不过无所谓了，还是慌了	1:44:39	6279.269	1.122 
7393	MshaRp	念你滚地功一代宗师，你自尽吧	1:44:39	6279.582	1.348 
7394	Tofu Guy	發姐還是去拿冰斧吧	1:44:39	6279.78	1.350 
7395	Me Jack	今晚唱歌吗	1:44:42	6282.391	1.034 
7396	孤独时代的七草	你把道具就留一个血瓶，然后蓝药和灵药全放在快捷方式里，这样就不会关键时刻喝错了	1:44:46	6286.89	0.849 
7397	123 mango	菜菜菜	1:44:47	6287.274	0.828 
7398	zi feiyu	又菜又爱玩，哈哈哈	1:44:50	6290.641	0.718 
7399	Kit Kwok	第一個階段， 靠NPC， 死了就去招	1:44:51	6291.007	0.799 
7400	Clock Chen	谁菜	1:44:52	6292.444	0.717 
7401	绵绵	可以去拿把打刀	1:44:52	6292.889	0.717 
7402	孤独时代的微醺	台主戴眼镜好漂亮(✪▽✪)	1:44:52	6292.971	0.730 
7403	炎黄解毒片	学到了花样死法	1:44:54	6294.088	0.689 
7404	Frank Lin	虽然我上去更菜	1:44:54	6294.116	0.698 
7405	Bo Xie	可惜发发有嗓子，但是没脑子	1:44:54	6294.389	0.833 
7406	领养小乌龟的阿普	片总这么早呢	1:44:55	6295.721	1.132 
7407	k M	可以双手拿一把剑	1:44:56	6296.138	1.128 
7408	小夜ぃ	发姐可以坚持到陨石出来再死吗？	1:44:57	6297.196	1.526 
7409	AMX002S	多打几把，先把心情平复下来	1:44:57	6297.375	1.570 
7410	Yu Liu	为什么不玩法爷	1:44:57	6297.439	2.002 
7411	Kennedy Matthew	你是搞笑的吗	1:44:58	6298.86	1.675 
7412	孤独时代的微醺	片总来了	1:45:2	6302.918	1.005 
7413	Neko Coneco	good luck	1:45:4	6304.978	0.918 
7414	Astion Freeman	SuperChat：(₱50.00)上周好像就在打这个Boss啊	1:45:7	6307.957	0.722 
7415	巴德budd	碎星打早了	1:45:9	6309.108	0.679 
7416	zi feiyu	又菜又爱玩，哈哈哈	1:45:14	6314.11	0.544 
7417	Gray duck	SuperChat：(NT$150.00)	1:45:17	6317.085	0.477 
7418	Kobe Bryant	太高了	1:45:22	6322.064	0.402 
7419	绵绵	或者LB擦血焰啊	1:45:22	6322.503	0.398 
7420	Kash Linton	死一次一首歌怎么样	1:45:24	6324.076	0.375 
7421	纳兰墨	哈哈哈哈哈哈哈哈	1:45:24	6324.418	0.391 
7422	Bo Xie	发发骂他提提气	1:45:24	6324.721	0.459 
7423	波卡喵	?	1:45:27	6327.486	0.444 
7424	纳兰墨	噗噗噗噗噗	1:45:27	6327.59	0.509 
7425	Chad S	谁在放屁	1:45:28	6328.026	0.529 
7426	绵绵	为什么装备了祷告又不用	1:45:29	6329.509	0.649 
7427	孤独时代的微醺	正确的集体记忆～没打过	1:45:29	6329.537	0.803 
7428	划水的西瓜君	hhhhhhhhv	1:45:29	6329.957	1.267 
7429	Clock Chen	娇声阵阵，今晚赚到了	1:45:30	6330.393	1.267 
7430	星云	听说怪读指令是读的X键，如果把道具放快捷怪就不会读了	1:45:30	6330.89	1.468 
7431	MshaRp	上周打的是弟弟，这周打得是哥哥，孪生兄弟	1:45:33	6333.837	1.062 
7432	龙骑士の喵	加速有用 还要翻滚作甚	1:45:37	6337.262	0.797 
7433	头号发吹	噗	1:45:43	6343.688	0.617 
7434	Kobe Bryant	你也会加速？！	1:45:45	6345.024	0.574 
7435	领养小乌龟的阿普	日的	1:45:45	6345.927	0.559 
7436	Bo Xie	你接的准啊	1:45:48	6348.047	0.539 
7437	dan song	。。。。	1:45:49	6349.409	0.503 
7438	HARRY YE	哈哈哈	1:45:50	6350.06	0.497 
7439	邹博文	这个加速没用的	1:45:50	6350.953	0.486 
7440	瀧角散	dog sun	1:45:52	6352.931	0.454 
7441	Paul Wu	哈哈哈哈哈哈哈哈哈哈哈	1:45:53	6353.506	0.508 
7442	mu木木啊	日的	1:45:55	6355.258	0.556 
7443	Clock Chen	接的准	1:45:57	6357.619	0.718 
7444	Paul Wu	我好开心啊	1:46:0	6360.508	0.646 
7445	星云	前三箭我都是走路滚着躲的	1:46:2	6362.264	0.612 
7446	Bo Xie	你加速去接，当然掉血多	1:46:2	6362.48	0.693 
7447	龙骑士の喵	狗 gogo	1:46:7	6367.992	0.538 
7448	孤独时代的微醺	打得好不如接得好	1:46:15	6375.071	0.400 
7449	Clock Chen	又开始折磨队友	1:46:19	6379.981	0.344 
7450	Ethan Ruan	飞段的镰刀	1:46:20	6380.527	0.362 
7451	lsheng zhu	油管想说啥就说啥呀～言论自由，不要憋着	1:46:28	6388.45	0.286 
7452	李興達	揮了個寂寞	1:46:29	6389.087	0.296 
7453	绵绵	砍之前LB擦个血焰	1:46:29	6389.526	0.313 
7454	lcice	气急败坏	1:46:36	6396.734	0.276 
7455	Clock Chen	队友毁灭者	1:46:38	6398.904	0.273 
7456	领养小乌龟的阿普	砍死他的马 让马解脱吧	1:46:45	6405.991	0.230 
7457	HARRY YE	输出全靠召唤	1:46:47	6407.581	0.253 
7458	x6yesx6	招人吧	1:46:48	6408.821	0.296 
7459	波卡喵	...	1:46:49	6409.933	0.334 
7460	Bo Xie	这大菜刀，砍的好疼啊	1:46:55	6415.374	0.287 
7461	Koe Cheng	干nn	1:46:58	6418.719	0.330 
7462	Clock Chen	蓄力一击	1:47:1	6421.302	0.310 
7463	Paul Wu	滚的好啊	1:47:3	6423.666	0.293 
7464	星云	建议发姐下播后去拿一个猎犬步伐....	1:47:6	6426.401	0.337 
7465	k M	危	1:47:6	6426.68	0.360 
7466	Clock Chen	直接刮他的马	1:47:15	6435.79	0.336 
7467	the dk	好滚	1:47:18	6438.32	0.325 
7468	Bo Xie	好多血瓶啊，肚子涨不涨啊	1:47:22	6442.465	0.297 
7469	osas wuwa	发发不会躲延迟斩啊	1:47:28	6448.358	0.260 
7470	YM Workshop	来了来了，我是ak的会员	1:47:30	6450.39	0.286 
7471	Kobe Bryant	要不开个挂吧，不丢人	1:47:30	6450.651	0.313 
7472	绵绵	Y+RB双持吧	1:47:30	6450.878	0.338 
7473	喻Vincent	药圣	1:47:31	6451.015	0.366 
7474	纳兰墨	哈哈哈	1:47:31	6451.976	0.391 
7475	Clock Chen	坏了	1:47:34	6454.402	0.361 
7476	纳兰墨	全靠摇人	1:47:37	6457.847	0.453 
7477	小夜ぃ	可以拿弓箭射用大弓	1:47:37	6457.893	0.511 
7478	Paul Wu	 卑鄙起来了	1:47:41	6461.075	0.537 
7479	龙骑士の喵	战士蓝屏 没用吧	1:47:41	6461.88	0.740 
7480	YM Workshop	据说ak是发姐的小迷弟，哈哈啊	1:47:44	6464.014	0.734 
7481	Clock Chen	队友排队送	1:47:45	6465.916	0.655 
7482	领养小乌龟的阿普	加油	1:47:46	6466.658	0.634 
7483	Bo Xie	这是电脑游戏还是ps5	1:47:48	6468.962	0.557 
7484	du kevin	直接双持吧	1:47:50	6470.991	0.526 
7485	JITO Mo	发总好	1:47:52	6472.074	0.566 
7486	龙骑士の喵	够了	1:47:54	6474.211	0.611 
7487	Kit Kwok	總是覺得拉塔恩的馬好辛苦	1:47:58	6478.607	0.483 
7488	一个白日梦懒狗	本来今天晚上想少次一点，后来看了台主的操作，食欲大增！又多吃了两碗饭 唉	1:47:59	6479.574	0.541 
7489	孤独时代的微醺	够了够了，以台主的技术	1:48:1	6481.707	0.504 
7490	纳兰墨	撒尿牛丸	1:48:3	6483.801	0.505 
7491	柏木可乐	两瓶够了	1:48:4	6484.944	0.526 
7492	绵绵	哈哈哈哈哈	1:48:5	6485.828	0.522 
7493	红烧雪梨-	hhhhhhhhh	1:48:8	6488.183	0.520 
7494	qiang rsoh	好接	1:48:8	6488.349	0.576 
7495	划水的西瓜君	不危险了这下	1:48:9	6489.005	0.591 
7496	龙骑士の喵	看吧 够了，还喝不完	1:48:11	6491.357	0.583 
7497	Chad S	不是还有两瓶吗	1:48:11	6491.439	0.779 
7498	MshaRp	是滴	1:48:11	6491.439	0.843 
7499	咒禁存思	要不咱们不如添乱？	1:48:12	6492.375	0.937 
7500	Richard Yeung	也用不上了	1:48:13	6493.583	1.022 
7501	赵迪奥	不好躲，举盾吧	1:48:14	6494.433	1.054 
7502	赫萝	芜湖	1:48:15	6495.584	1.025 
7503	领养小乌龟的阿普	这把不算	1:48:15	6495.809	1.311 
7504	Bo Xie	你不要操作就是躲避	1:48:15	6495.874	1.329 
7505	孤独时代的加加加林	2瓶都没用掉......	1:48:17	6497.325	1.202 
7506	赵迪奥	不好躲，还是举盾吧	1:48:21	6501.216	1.014 
7507	傲徕峰利哥Z	这世界上又少了一位女玩家	1:48:22	6502.302	0.921 
7508	一发不可收拾howard	一套带走	1:48:22	6502.89	0.873 
7509	去你妹去你妹	脚下才是最安全的，不要跑远了	1:48:22	6502.972	0.944 
7510	k M	第五回 发矫诏诸镇应曹公 破关兵三英战吕布	1:48:23	6503.666	0.992 
7511	星云	看不懂你的一阶段打法。。。。	1:48:23	6503.862	1.061 
7512	cx y	差点意思	1:48:24	6504.573	1.112 
7513	纳兰墨	捶打做撒尿牛丸	1:48:25	6505.572	1.024 
7514	Kit Kwok	我的建議是 第一階段讓NPC打	1:48:32	6512.86	0.589 
7515	萌发	往碎星脚底下滚，别往后滚	1:48:34	6514.748	0.574 
7516	qiang rsoh	那个大盾吧要不	1:48:35	6515.719	0.690 
7517	智慧城邦	召唤后不要着急冲上去，等队友都往上冲再跟上去	1:48:38	6518.105	0.633 
7518	绵绵	左手可以LB上buff	1:48:38	6518.979	0.622 
7519	咒禁存思	别去添乱了，你看npc多努力，全让你给嚯嚯了	1:48:40	6520.437	0.573 
7520	Mauser	打马屁股	1:48:42	6522.588	0.528 
7521	N A	去滾個鐵球再來吧	1:48:44	6524.207	0.492 
7522	Siegfried Nibelung	这游戏有见切，可以试试怪物猎人玩法	1:48:45	6525.036	0.489 
7523	萝菽菽	往BOSS脚下翻滚，往后滚100%吃刀	1:48:47	6527.526	0.455 
7524	Bo Xie	斗鱼涨了40%	1:48:54	6534.031	0.472 
7525	小绿阅	卢本伟为什么不开播?	1:48:54	6534.284	0.512 
7526	领养小乌龟的阿普	招完就回去砍他屁股 帖着他屁股	1:48:56	6536.95	0.471 
7527	MshaRp	哈哈	1:49:0	6540.355	0.449 
7528	蜗牛	真菜，	1:49:3	6543.38	0.410 
7529	the dk	这些NPC没输出	1:49:5	6545.085	0.406 
7530	Clock Chen	？？？	1:49:7	6547.557	0.400 
7531	Paul Wu	哈哈哈哈哈哈哈哈哈	1:49:7	6547.782	0.424 
7532	萌发	哈哈哈哈哈哈哈	1:49:8	6548.701	0.423 
7533	Frank Lin	哈哈哈哈哈哈	1:49:9	6549.921	0.447 
7534	Chad S	好家伙	1:49:10	6550.387	0.611 
7535	孤独时代的微醺	哈哈哈	1:49:10	6550.403	0.620 
7536	WildFather	哈哈哈哈哈哈哈哈	1:49:10	6550.473	0.739 
7537	Jiyue Hu	哈哈哈	1:49:12	6552.119	0.850 
7538	倪楷哲	哈哈哈哈哈	1:49:12	6552.701	1.073 
7539	纳兰墨	23333333333	1:49:13	6553.623	1.171 
7540	龙骑士の喵	摆烂了	1:49:14	6554.032	1.544 
7541	赫萝	噗	1:49:14	6554.114	1.579 
7542	文刀先生	惨	1:49:15	6555.103	1.562 
7543	划水的西瓜君	哈哈哈哈哈哈哈哈哈哈	1:49:15	6555.404	1.824 
7544	Jiyue Hu	放弃了	1:49:15	6555.756	1.863 
7545	Jason Jiang	HAHAH	1:49:15	6555.881	1.825 
7546	孙镇安	哈哈哈	1:49:16	6556.228	1.738 
